6.35,7.79,8.70,9.22,9.71,10.06,10.45,10.89,11.16,11.30
8.96,10.50,11.47,12.13,12.56,12.94,13.29,13.76,14.03,14.22
11.17,12.96,13.96,14.58,15.13,15.54,15.93,16.47,16.79,16.96
13.22,15.16,16.14,16.94,17.52,17.97,18.34,18.67,18.84,19.04
14.98,16.98,18.12,18.87,19.47,19.90,20.47,20.74,21.00,21.44
16.77,18.88,20.03,20.83,21.41,21.83,22.28,22.58,22.83,23.04
18.45,20.69,21.81,22.73,23.49,24.19,24.60,24.87,25.08,25.60
20.15,22.51,23.56,24.42,25.11,25.61,25.95,26.43,26.59,26.90
21.69,24.08,25.45,26.19,26.79,27.33,27.78,28.23,28.54,28.99
23.29,25.72,26.97,27.69,28.55,29.13,29.48,29.90,30.30,30.75
7.86,9.29,10.12,10.93,11.37,11.82,12.20,12.65,12.79,13.09
10.55,12.19,12.97,13.84,14.32,14.92,15.28,15.48,15.87,16.34
13.04,14.65,15.60,16.51,17.08,17.39,17.76,18.08,18.32,18.72
15.19,17.00,18.10,18.72,19.14,19.63,20.10,20.50,20.98,21.23
17.12,18.94,20.02,20.81,21.45,21.72,22.10,22.69,22.98,23.15
18.97,20.89,21.92,22.66,23.09,23.42,23.96,24.28,24.46,24.75
20.75,22.78,24.24,24.93,25.66,26.03,26.28,26.56,26.87,27.21
22.56,24.54,25.71,26.50,27.01,27.51,27.74,28.09,28.48,28.70
24.18,26.28,27.42,28.27,29.03,29.67,30.34,30.79,30.93,31.13
25.77,27.75,29.18,30.02,30.83,31.40,31.92,32.20,32.38,32.72
9.32,10.94,11.86,12.66,13.09,13.51,13.85,14.16,14.37,14.70
12.21,13.85,14.94,15.48,16.34,16.55,16.80,16.82,17.06,17.34
14.66,16.56,17.40,18.12,18.72,19.01,19.40,19.73,20.02,20.50
17.04,18.73,19.64,20.52,21.23,21.71,21.95,22.24,22.56,22.79
18.96,20.83,21.75,22.69,23.15,23.82,24.20,24.43,24.77,24.83
20.93,22.70,23.49,24.35,24.75,25.02,25.58,25.83,26.30,26.68
22.85,24.93,26.05,26.66,27.21,27.75,27.99,28.36,28.61,29.09
24.56,26.51,27.52,28.10,28.70,29.01,29.46,29.69,29.93,30.11
26.31,28.28,29.67,30.81,31.13,31.73,32.26,32.84,33.14,33.28
27.80,30.07,31.40,32.20,32.72,33.00,33.20,34.02,34.37,34.68
11.44,13.09,14.02,14.63,14.89,15.29,15.76,16.13,16.17,16.23
14.34,16.34,16.81,17.18,17.61,17.83,17.85,18.32,18.67,19.06
17.08,18.72,19.58,20.45,20.72,21.27,21.98,22.46,22.54,22.57
19.22,21.23,22.07,22.61,22.89,23.17,23.77,23.97,24.55,24.78
21.51,23.15,24.36,24.82,25.18,25.76,25.98,26.42,26.43,26.53
23.12,24.75,25.73,26.58,26.99,27.44,27.56,28.00,28.12,28.56
25.67,27.21,28.21,28.80,29.43,29.86,30.38,30.55,30.71,30.89
27.10,28.70,29.53,30.02,30.74,31.01,31.80,32.42,32.42,32.47
29.12,31.13,32.52,33.25,33.62,34.65,34.81,35.22,35.54,35.71
30.86,32.72,33.54,34.58,34.94,35.58,36.15,36.91,36.92,37.14
